Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48512.86316,0.316,1.431,-1.254,,48512.83825,-4.168,-7.235,2.572,,,,,,,48514.58081,-0.104,0.318,-0.833,,48514.59576,1.921,4.227,-0.502,,
48512.86813,0.444,1.271,-1.385,,48512.84326,-3.883,-6.972,1.344,,,,,,,48514.59076,-0.112,0.319,-0.83,,48514.60571,2.502,4.493,-1.85,,
48512.87314,0.583,1.06,-1.514,,48512.84823,-3.53,-6.911,0.826,,,,,,,48514.59576,-0.127,0.322,-0.825,,48514.63556,2.242,4.538,-1.821,,
48512.87811,0.717,0.813,-1.642,,48512.85321,-3.085,-7.157,0.6,,,,,,,48514.60571,-0.17,0.334,-0.809,,48514.64056,1.89,4.478,-1.653,,
48512.88308,0.836,0.535,-1.757,,48512.85818,-2.626,-7.797,0.374,,,,,,,48514.63556,-0.176,0.336,-0.807,,48514.64554,1.636,4.434,-1.297,,
48512.88806,0.946,0.27,-1.818,,48512.86316,-2.099,-8.552,0.132,,,,,,,48514.64056,-0.183,0.338,-0.804,,48514.65051,1.698,4.639,-1.095,,
48512.89303,1.054,0.117,-1.763,,48512.86813,-1.498,-9.242,-0.007,,,,,,,48514.64554,-0.189,0.34,-0.802,,48514.65548,1.608,4.908,-1.319,,
48512.89801,1.116,0.111,-1.6,,48512.87314,-1.068,-9.957,0.158,,,,,,,48514.65051,-0.194,0.342,-0.8,,48514.66546,1.18,4.822,-1.759,,
48512.90298,1.119,0.223,-1.413,,48512.87811,-0.868,-10.698,0.817,,,,,,,48514.65548,-0.199,0.344,-0.797,,48514.67044,0.747,4.691,-2.334,,
48512.90796,1.081,0.427,-1.247,,48512.88308,-1.391,-11.457,2.224,,,,,,,48514.66046,-0.204,0.346,-0.795,,48514.67541,0.751,4.74,-3.496,,
48512.91296,1.022,0.659,-1.104,,48512.88806,-2.214,-11.817,3.622,,,,,,,48514.66546,-0.208,0.348,-0.793,,48514.68536,0.776,4.635,-4.208,,
48512.91794,0.94,0.86,-0.967,,48512.89303,-2.458,-11.909,4.781,,,,,,,48514.67044,-0.211,0.351,-0.792,,48514.69034,0.781,4.5,-4.87,,
48512.92291,0.842,0.985,-0.834,,48512.89801,-2.462,-11.773,5.612,,,,,,,48514.67541,-0.218,0.356,-0.788,,48514.69531,0.814,4.342,-5.54,,
48512.92788,0.747,1.007,-0.712,,48512.90298,-2.622,-11.554,5.993,,,,,,,48514.68536,-0.221,0.359,-0.786,,48514.70028,0.883,4.163,-6.331,,
48512.93286,0.661,0.971,-0.602,,48512.90796,-2.812,-11.553,5.697,,,,,,,48514.69034,-0.224,0.363,-0.784,,48514.70526,0.384,2.88,-9.154,,
48512.93783,0.59,0.887,-0.497,,48512.91296,-3.036,-11.308,4.919,,,,,,,48514.69531,-0.226,0.366,-0.782,,48514.74511,1.24,2.467,-8.439,,
48512.94284,0.534,0.766,-0.391,,48512.91794,-3.294,-10.941,3.819,,,,,,,48514.70028,-0.229,0.37,-0.78,,48514.77002,4.383,1.18,0.071,,
48512.94781,0.491,0.648,-0.283,,48512.92291,-3.48,-10.478,2.947,,,,,,,48514.70526,-0.25,0.392,-0.767,,48514.77499,6.822,0.383,7.651,,
48512.95279,0.469,0.561,-0.191,,48512.92788,-3.582,-9.986,2.217,,,,,,,48514.74511,-0.277,0.423,-0.749,,48514.77997,11.486,-0.713,15.806,,
48512.95776,0.47,0.509,-0.12,,48512.93286,-3.696,-9.536,1.737,,,,,,,48514.77002,-0.291,0.46,-0.735,,48514.78494,15.794,-3.039,15.87,,
48512.96274,0.491,0.497,-0.061,,48512.93783,-3.829,-9.152,1.547,,,,,,,48514.77499,-0.292,0.47,-0.734,,48514.78991,15.47,-6.812,15.705,,
48512.96771,0.518,0.496,0.004,,48512.94284,-3.801,-8.635,1.569,,,,,,,48514.77997,-0.29,0.478,-0.735,,48514.79489,11.588,-10.187,10.906,,
48512.97268,0.542,0.482,0.095,,48512.94781,-3.56,-7.927,1.708,,,,,,,48514.78494,-0.286,0.484,-0.739,,48514.79986,8.949,-10.262,-1.151,,
48512.97769,0.556,0.443,0.2,,48512.95279,-3.452,-7.317,1.773,,,,,,,48514.78991,-0.278,0.487,-0.747,,48514.80484,8.299,-10.284,-10.321,,
48512.98266,0.554,0.325,0.311,,48512.95776,-3.348,-6.767,1.729,,,,,,,48514.79489,-0.27,0.486,-0.757,,48514.82974,-0.148,-6.723,-22.071,,
48512.98764,0.53,0.121,0.442,,48512.96274,-3.488,-6.539,1.505,,,,,,,48514.79986,-0.261,0.484,-0.768,,48514.83471,-2.863,-1.988,-18.216,,
48512.99261,0.471,-0.123,0.581,,48512.96771,-3.63,-6.297,1.321,,,,,,,48514.80484,-0.251,0.48,-0.779,,48514.83969,-3.399,-0.125,-15.932,,
48512.99759,0.38,-0.379,0.735,,48512.97268,-3.609,-6.207,1.032,,,,,,,48514.82974,-0.219,0.477,-0.814,,48514.98907,-7.941,-9.166,2.011,,
48513.00256,0.253,-0.617,0.904,,48512.97769,-3.67,-6.196,0.442,,,,,,,48514.83471,-0.217,0.479,-0.815,,48514.99405,-8.164,-9.457,2.844,,
48513.00754,0.104,-0.836,1.076,,48512.98266,-3.737,-6.145,-0.045,,,,,,,48514.83969,-0.219,0.487,-0.814,,48514.99902,-8.382,-9.398,5.642,,
48513.01251,-0.06,-1.023,1.241,,48512.98764,-3.803,-6.069,-0.458,,,,,,,48514.98907,-0.253,0.584,-0.735,,48515.004,-8.557,-9.337,11.043,,
48513.01751,-0.249,-1.136,1.394,,48512.99261,-4.029,-5.977,-0.76,,,,,,,48514.99405,-0.251,0.594,-0.727,,48515.0289,-8.042,-9.207,13.76,,
48513.02249,-0.451,-1.175,1.517,,48512.99759,-4.179,-5.827,-1.057,,,,,,,48514.99902,-0.248,0.604,-0.719,,48515.03387,-6.993,-9.204,8.13,,
48513.02746,-0.632,-1.125,1.597,,48513.00256,-4.29,-5.761,-1.304,,,,,,,48515.004,-0.243,0.615,-0.712,,48515.03885,-7.472,-9.219,2.228,,
48513.03244,-0.791,-0.947,1.628,,48513.00754,-4.411,-5.648,-1.266,,,,,,,48515.0289,-0.172,0.67,-0.688,,48515.0488,-8.909,-9.236,0.597,,
48513.03741,-0.921,-0.662,1.574,,48513.01251,-4.385,-5.166,-1.078,,,,,,,48515.03387,-0.151,0.682,-0.684,,48515.0538,-9.572,-9.261,-0.114,,
48513.04239,-1.01,-0.263,1.467,,48513.01751,-4.275,-4.882,-0.473,,,,,,,48515.03885,-0.108,0.706,-0.674,,48515.05877,-9.381,-9.29,-0.577,,
48513.04736,-1.077,0.201,1.318,,48513.02249,-4.081,-4.794,0.631,,,,,,,48515.0488,-0.087,0.717,-0.669,,48515.1882,-1.767,8.611,6.933,,
48513.05237,-1.127,0.64,1.116,,48513.02746,-3.569,-4.157,1.621,,,,,,,48515.0538,-0.068,0.728,-0.662,,48515.1932,-1.534,8.925,5.194,,
48513.05734,-1.168,1.003,0.841,,48513.03244,-3.134,-3.847,2.679,,,,,,,48515.05877,-0.049,0.737,-0.656,,48515.19818,-1.047,9.355,3.342,,
48513.06231,-1.203,1.311,0.491,,48513.03741,-2.812,-3.68,3.605,,,,,,,48515.1882,-0.027,0.834,-0.546,,48515.20315,-0.691,9.858,2.295,,
48513.06729,-1.234,1.631,0.074,,48513.04239,-2.525,-3.375,3.73,,,,,,,48515.1932,-0.03,0.832,-0.549,,48515.20813,-0.608,11.072,6.931,,
48513.07226,-1.246,1.948,-0.413,,48513.04736,-2.304,-2.965,3.295,,,,,,,48515.19818,-0.031,0.829,-0.553,,48515.23303,-0.636,10.727,3.808,,
48513.07724,-1.231,2.221,-0.962,,48513.05237,-2.024,-2.487,2.871,,,,,,,48515.20315,-0.032,0.826,-0.556,,48515.238,-0.444,10.614,2.291,,
48513.08221,-1.182,2.451,-1.553,,48513.05734,-1.79,-2.105,2.638,,,,,,,48515.20813,-0.031,0.813,-0.573,,48515.24298,-0.308,10.571,0.201,,
48513.08722,-1.062,2.589,-2.141,,48513.06231,-1.362,-1.766,2.572,,,,,,,48515.23303,-0.029,0.804,-0.585,,48515.25293,-0.283,10.416,-0.2,,
48513.09219,-0.858,2.688,-2.639,,48513.06729,-0.819,-1.389,2.494,,,,,,,48515.238,-0.028,0.8,-0.591,,48515.2579,-0.506,10.278,-0.536,,
48513.09717,-0.67,2.818,-2.985,,48513.07226,-0.536,-1.426,2.469,,,,,,,48515.24298,-0.026,0.795,-0.597,,48515.26788,-0.533,9.962,-1.936,,
48513.10214,-0.502,2.992,-3.163,,48513.07724,-1.837,-4.344,2.448,,,,,,,48515.24795,-0.024,0.79,-0.603,,48515.27286,-0.509,9.862,-2.45,,
48513.10711,-0.278,3.167,-3.202,,48513.08221,-4.827,-9.304,3.014,,,,,,,48515.25293,-0.023,0.785,-0.609,,48515.27783,-0.417,9.71,-2.634,,
48513.11209,-0.032,3.173,-3.158,,48513.08722,-7.987,-13.615,3.036,,,,,,,48515.2579,-0.022,0.781,-0.614,,48515.2828,-0.493,9.592,-2.315,,
48513.11706,0.237,3.016,-3.009,,48513.09219,-10.549,-17.361,2.441,,,,,,,48515.26788,-0.02,0.772,-0.624,,48515.28778,-0.657,9.439,-1.861,,
48513.12207,0.511,2.783,-2.764,,48513.09717,-12.234,-19.613,3.582,,,,,,,48515.27286,-0.02,0.767,-0.629,,48515.29275,-0.786,9.285,-1.385,,
48513.12704,0.753,2.438,-2.462,,48513.10214,-12.818,-19.613,3.486,,,,,,,48515.27783,-0.02,0.763,-0.633,,48515.29773,-0.976,8.834,-0.768,,
48513.13202,0.967,1.788,-2.188,,48513.10711,-12.96,-19.577,3.633,,,,,,,48515.2828,-0.02,0.759,-0.636,,48515.30273,-1.052,8.209,0.161,,
48513.13699,1.101,1.008,-1.963,,48513.11209,-13.009,-19.611,3.625,,,,,,,48515.28778,-0.02,0.756,-0.64,,48515.30771,-2.718,1.203,19.377,,
48513.14197,1.089,0.357,-1.759,,48513.11706,-12.735,-19.613,2.64,,,,,,,48515.29275,-0.021,0.752,-0.643,,48515.33258,-1.667,1.224,15.167,,
48513.14694,0.965,-0.12,-1.551,,48513.12207,-10.641,-19.613,1.107,,,,,,,48515.29773,-0.022,0.748,-0.646,,48515.33758,-1.359,0.259,10.676,,
48513.15191,0.779,-0.418,-1.35,,48513.12704,-8.043,-19.613,0.298,,,,,,,48515.30273,-0.022,0.744,-0.648,,48515.39233,-15.73,-10.623,9.758,,
48513.15689,0.552,-0.587,-1.176,,48513.13202,-6.269,-19.613,-0.151,,,,,,,48515.30771,-0.017,0.711,-0.674,,48515.39731,-15.484,-10.688,6.29,,
48513.16189,0.331,-0.662,-1.034,,48513.13699,-5.273,-19.504,-0.376,,,,,,,48515.33258,-0.013,0.7,-0.683,,48515.40729,-15.217,-10.79,0.876,,
48513.16687,0.135,-0.671,-0.916,,48513.14197,-4.474,-17.915,-0.084,,,,,,,48515.33758,-0.007,0.687,-0.694,,48515.43713,-3.137,-9.569,-3.871,,
48513.17184,-0.04,-0.637,-0.822,,48513.14694,-3.242,-15.646,-0.17,,,,,,,48515.39233,0.104,0.588,-0.783,,48515.44211,-2.137,-7.661,-4.347,,
48513.17682,-0.191,-0.576,-0.767,,48513.15191,-2.204,-13.784,0.056,,,,,,,48515.39731,0.131,0.583,-0.785,,48515.45208,0.332,-4.301,-4.952,,
48513.18179,-0.317,-0.491,-0.746,,48513.15689,-1.366,-12.163,0.411,,,,,,,48515.40729,0.143,0.578,-0.786,,48515.45706,1.691,-2.882,-5.174,,
48513.18677,-0.417,-0.391,-0.733,,48513.16189,-0.758,-10.809,0.601,,,,,,,48515.43713,0.161,0.527,-0.795,,48515.46203,2.693,-1.714,-5.156,,
48513.19177,-0.493,-0.288,-0.713,,48513.16687,-0.122,-9.462,0.76,,,,,,,48515.44211,0.159,0.515,-0.797,,48515.46701,3.584,-0.593,-5.507,,
48513.19674,-0.547,-0.183,-0.678,,48513.17184,0.508,-8.393,0.905,,,,,,,48515.45208,0.15,0.491,-0.802,,48515.50683,4.225,3.913,-7.521,,
48513.20172,-0.594,-0.083,-0.632,,48513.17682,0.827,-7.725,1.01,,,,,,,48515.45706,0.145,0.479,-0.804,,48515.63131,2.562,6.604,-11.277,,
48513.20669,-0.632,0.01,-0.575,,48513.18179,0.859,-7.378,1.089,,,,,,,48515.46203,0.14,0.467,-0.806,,48515.63629,2.424,6.211,-10.668,,
48513.21167,-0.662,0.109,-0.519,,48513.18677,0.808,-7.273,1.156,,,,,,,48515.46701,0.133,0.456,-0.808,,48515.64126,2.871,5.99,-9.653,,
48513.21664,-0.683,0.202,-0.47,,48513.19177,0.781,-7.291,1.075,,,,,,,48515.50683,0.069,0.403,-0.819,,48515.64624,3.178,5.816,-8.541,,
48513.22162,-0.691,0.308,-0.417,,48513.19674,0.684,-7.511,0.932,,,,,,,48515.60641,-0.101,0.388,-0.78,,48515.65124,3.362,5.54,-7.645,,
48513.22659,-0.681,0.427,-0.355,,48513.20172,0.741,-7.732,0.88,,,,,,,48515.63131,-0.148,0.373,-0.757,,48515.65622,3.443,5.374,-7.056,,
48513.2316,-0.657,0.55,-0.29,,48513.20669,0.897,-7.964,0.879,,,,,,,48515.63629,-0.156,0.372,-0.751,,48515.66119,3.491,5.351,-6.541,,
48513.23657,-0.618,0.664,-0.218,,48513.21167,0.954,-8.299,0.93,,,,,,,48515.64126,-0.162,0.373,-0.745,,48515.66617,3.691,5.374,-6.017,,
48513.24154,-0.564,0.759,-0.14,,48513.21664,0.881,-8.849,1.17,,,,,,,48515.64624,-0.168,0.376,-0.74,,48515.67114,3.894,5.282,-5.477,,
48513.24652,-0.5,0.826,-0.064,,48513.22162,0.882,-9.5,1.308,,,,,,,48515.65124,-0.171,0.38,-0.734,,48515.67611,4.097,5.341,-4.773,,
48513.25149,-0.43,0.864,0.011,,48513.22659,0.783,-10.229,1.368,,,,,,,48515.65622,-0.174,0.386,-0.728,,48515.68109,4.308,5.477,-3.947,,
48513.25647,-0.352,0.873,0.083,,48513.2316,0.741,-10.944,1.348,,,,,,,48515.66119,-0.175,0.393,-0.722,,48515.68609,4.617,5.56,-3.15,,
48513.26147,-0.267,0.841,0.146,,48513.23657,0.682,-11.551,1.274,,,,,,,48515.66617,-0.175,0.402,-0.717,,48515.69107,4.848,5.682,-2.694,,
48513.26645,-0.184,0.767,0.186,,48513.24154,0.656,-11.978,1.189,,,,,,,48515.67114,-0.175,0.411,-0.712,,48515.69604,5.201,5.732,-2.281,,
48513.27142,-0.089,0.648,0.212,,48513.24652,0.669,-12.35,1.066,,,,,,,48515.67611,-0.173,0.421,-0.706,,48515.70102,5.458,5.549,-1.826,,
48513.2764,0.01,0.499,0.222,,48513.25149,0.722,-12.513,0.921,,,,,,,48515.68109,-0.171,0.432,-0.701,,48515.70599,5.585,5.212,-1.679,,
48513.28137,0.095,0.336,0.227,,48513.25647,0.788,-12.42,0.74,,,,,,,48515.68609,-0.168,0.443,-0.697,,48515.71097,5.671,4.943,-1.887,,
48513.28634,0.165,0.164,0.226,,48513.26147,0.821,-12.183,0.592,,,,,,,48515.69107,-0.164,0.455,-0.692,,48515.74084,11.742,-1.727,16.472,,
48513.29132,0.22,-0.006,0.22,,48513.26645,0.734,-11.864,0.547,,,,,,,48515.69604,-0.159,0.466,-0.688,,48515.75079,8.986,-0.546,2.704,,
48513.29629,0.265,-0.172,0.206,,48513.27142,0.554,-11.441,0.495,,,,,,,48515.70102,-0.153,0.478,-0.684,,48515.76077,9.473,0.054,-4.1,,
48513.3013,0.299,-0.32,0.191,,48513.2764,0.345,-11.038,0.399,,,,,,,48515.70599,-0.147,0.49,-0.681,,48515.77072,9.648,-1.249,-7.092,,
48513.30627,0.321,-0.45,0.172,,48513.28137,0.108,-10.663,0.308,,,,,,,48515.71097,-0.14,0.503,-0.678,,48515.77569,10.559,-2.959,-10.092,,
48513.31125,0.332,-0.555,0.158,,48513.28634,-0.053,-10.365,0.295,,,,,,,48515.74084,-0.087,0.574,-0.669,,48515.78067,12.16,-5.132,-12.331,,
48513.31622,0.332,-0.63,0.147,,48513.29132,-0.172,-10.182,0.325,,,,,,,48515.75079,-0.08,0.564,-0.683,,48515.78564,13.772,-8.002,-15.119,,
48513.3212,0.322,-0.686,0.138,,48513.29629,-0.324,-10.002,0.318,,,,,,,48515.76077,-0.078,0.557,-0.692,,48515.79065,15.015,-11.167,-18.85,,
48513.32617,0.308,-0.724,0.129,,48513.3013,-0.487,-9.953,0.391,,,,,,,48515.76574,-0.075,0.549,-0.702,,48515.79562,12.76,-11.491,-21.861,,
48513.33117,0.286,-0.748,0.117,,48513.30627,-0.656,-9.96,0.517,,,,,,,48515.77072,-0.073,0.542,-0.712,,48515.8006,8.111,-11.382,-22.398,,
48513.33615,0.259,-0.765,0.115,,48513.31125,-0.816,-9.969,0.595,,,,,,,48515.77569,-0.072,0.535,-0.722,,48515.80557,4.804,-11.312,-20.36,,
48513.34112,0.23,-0.773,0.116,,48513.31622,-0.986,-10.013,0.653,,,,,,,48515.78067,-0.072,0.528,-0.732,,48515.83044,-10.157,-10.861,-7.879,,
48513.3461,0.193,-0.771,0.121,,48513.3212,-1.123,-10.055,0.698,,,,,,,48515.78564,-0.074,0.522,-0.742,,48515.83545,-9.237,-10.787,-7.048,,
48513.35107,0.152,-0.758,0.131,,48513.32617,-1.33,-10.143,0.729,,,,,,,48515.79065,-0.078,0.517,-0.753,,48515.84042,-8.074,-10.718,-6.71,,
48513.35605,0.104,-0.74,0.145,,48513.33117,-1.532,-10.253,0.813,,,,,,,48515.79562,-0.086,0.512,-0.763,,48515.8454,-6.788,-10.654,-6.259,,
48513.36102,0.055,-0.718,0.158,,48513.33615,-1.722,-10.364,0.861,,,,,,,48515.8006,-0.095,0.508,-0.772,,48515.85037,-5.014,-10.577,-5.41,,
48513.36599,0.004,-0.689,0.167,,48513.34112,-1.933,-10.454,0.928,,,,,,,48515.80557,-0.107,0.506,-0.779,,48515.85534,-3.34,-9.555,-4.522,,
48513.371,-0.048,-0.648,0.18,,48513.3461,-2.121,-10.509,1.009,,,,,,,48515.83044,-0.145,0.522,-0.795,,48515.86032,-1.823,-8.044,-3.633,,
48513.37597,-0.094,-0.597,0.189,,48513.35107,-2.3,-10.538,1.098,,,,,,,48515.83545,-0.146,0.529,-0.795,,48515.86532,-0.401,-7.768,-2.752,,
48513.38095,-0.138,-0.543,0.197,,48513.35605,-2.452,-10.549,1.219,,,,,,,48515.84042,-0.145,0.535,-0.794,,48515.8703,0.666,-8.688,-2.235,,
48513.38592,-0.174,-0.485,0.196,,48513.36102,-2.635,-10.5,1.369,,,,,,,48515.8454,-0.143,0.542,-0.792,,48515.87527,2.217,-10.303,-1.258,,
48513.3909,-0.201,-0.421,0.189,,48513.36599,-2.775,-10.457,1.541,,,,,,,48515.85534,-0.136,0.556,-0.787,,48515.88522,2.045,-10.249,-0.764,,
48513.39587,-0.217,-0.352,0.179,,48513.371,-2.881,-10.313,1.662,,,,,,,48515.86032,-0.133,0.563,-0.784,,48515.8902,0.894,-10.202,3.059,,
48513.40088,-0.228,-0.284,0.164,,48513.37597,-2.957,-10.188,1.805,,,,,,,48515.86532,-0.129,0.569,-0.781,,48515.89517,-0.853,-10.157,16.719,,
48513.40585,-0.224,-0.216,0.142,,48513.38095,-3.011,-10.099,1.893,,,,,,,48515.8703,-0.125,0.576,-0.778,,48515.90017,-3.245,-10.012,17.631,,
48513.41083,-0.215,-0.156,0.121,,48513.38592,-3.021,-9.964,1.928,,,,,,,48515.87527,-0.122,0.582,-0.774,,48515.935,-18.497,-9.799,-6.733,,
48513.4158,-0.193,-0.1,0.096,,48513.3909,-3.068,-9.877,2.016,,,,,,,48515.88025,-0.119,0.588,-0.771,,48515.94,-18.364,-9.812,-5.154,,
48513.42077,-0.167,-0.043,0.066,,48513.39587,-3.121,-9.83,2.058,,,,,,,48515.88522,-0.115,0.595,-0.767,,48515.94497,-17.407,-9.835,-3.032,,
48513.42575,-0.135,0.006,0.032,,48513.40088,-3.146,-9.762,2.097,,,,,,,48515.8902,-0.112,0.601,-0.764,,48515.94995,-16.023,-9.863,-1.045,,
48513.43072,-0.1,0.054,-0.001,,48513.40585,-3.184,-9.726,2.119,,,,,,,48515.89517,-0.11,0.608,-0.76,,48515.95492,-15.441,-9.894,1.221,,
48513.43573,-0.058,0.092,-0.034,,48513.41083,-3.212,-9.743,2.142,,,,,,,48515.90017,-0.107,0.618,-0.753,,48515.9599,-16.287,-9.666,6.002,,
48513.4407,-0.014,0.124,-0.066,,48513.4158,-3.21,-9.704,2.112,,,,,,,48515.90515,-0.101,0.632,-0.745,,48515.96487,-16.975,-5.704,19.701,,
48513.44568,0.028,0.148,-0.091,,48513.42077,-3.206,-9.669,2.089,,,,,,,48515.935,-0.042,0.72,-0.683,,48515.96985,-15.726,-0.558,21.47,,
48513.45065,0.071,0.168,-0.094,,48513.42575,-3.249,-9.701,2.021,,,,,,,48515.94,-0.034,0.731,-0.672,,48515.97485,-14.056,0.913,21.446,,
48513.45563,0.108,0.185,-0.078,,48513.43072,-3.31,-9.716,1.981,,,,,,,48515.94497,-0.028,0.74,-0.662,,48515.97983,-12.314,1.41,21.707,,
48513.4606,0.132,0.197,-0.052,,48513.43573,-3.329,-9.72,1.885,,,,,,,48515.94995,-0.023,0.749,-0.652,,48515.9848,-10.277,1.949,20.185,,
48513.46557,0.148,0.212,-0.024,,48513.4407,-3.391,-9.785,1.812,,,,,,,48515.95492,-0.019,0.756,-0.644,,48515.98977,-7.287,3.419,17.719,,
48513.47058,0.154,0.224,0.001,,48513.44568,-3.471,-9.911,1.743,,,,,,,48515.9599,-0.016,0.761,-0.636,,48515.99475,-1.761,5.904,16.448,,
48513.47555,0.153,0.229,0.018,,48513.45065,-3.458,-10.026,1.605,,,,,,,48515.96487,-0.013,0.766,-0.63,,48515.99972,3.828,7.337,11.362,,
48513.48053,0.141,0.227,0.027,,48513.45563,-3.318,-10.075,1.501,,,,,,,48515.96985,-0.006,0.77,-0.625,,48516.0047,5.394,7.099,6.134,,
48513.4855,0.125,0.215,0.034,,48513.4606,-3.157,-10.032,1.327,,,,,,,48515.97485,0.004,0.775,-0.621,,48516.0097,1.356,2.741,5.22,,
48513.49048,0.108,0.195,0.037,,48513.46557,-2.948,-9.951,1.201,,,,,,,48515.97983,0.019,0.781,-0.615,,48516.03958,3.677,1.994,8.64,,
48513.49545,0.092,0.166,0.042,,48513.47058,-2.778,-9.919,1.076,,,,,,,48515.9848,0.036,0.788,-0.609,,48516.04455,4.238,1.126,9.698,,
48513.50042,0.074,0.137,0.044,,48513.47555,-2.67,-9.89,0.918,,,,,,,48515.98977,0.056,0.794,-0.602,,48516.04953,2.309,0.063,9.973,,
48513.50543,0.064,0.103,0.049,,48513.48053,-2.569,-9.882,0.826,,,,,,,48515.99475,0.074,0.798,-0.596,,48516.0545,-1.258,-1.415,8.768,,
48513.5104,0.055,0.065,0.055,,48513.4855,-2.447,-9.856,0.737,,,,,,,48515.99972,0.09,0.801,-0.591,,48516.05948,-4.402,-1.934,6.905,,
48513.51538,0.047,0.028,0.057,,48513.49048,-2.366,-9.865,0.687,,,,,,,48516.0047,0.102,0.802,-0.588,,48516.06445,-5.941,-1.087,5.046,,
48513.52035,0.043,-0.002,0.057,,48513.49545,-2.295,-9.86,0.652,,,,,,,48516.0097,-0.109,-0.802,0.588,,48516.06943,-5.838,0.571,3.478,,
48513.52533,0.048,-0.018,0.055,,48513.50042,-2.25,-9.869,0.642,,,,,,,48516.03958,0.103,0.8,-0.591,,48516.07443,-5.146,2.265,2.609,,
48513.5303,0.055,-0.031,0.051,,48513.50543,-2.173,-9.884,0.633,,,,,,,48516.04455,0.1,0.799,-0.593,,48516.0794,-4.612,3.491,1.586,,
48513.53528,0.063,-0.037,0.044,,48513.5104,-2.1,-9.945,0.714,,,,,,,48516.04953,0.095,0.797,-0.596,,48516.08438,-3.854,4.595,0.084,,
48513.54025,0.07,-0.035,0.037,,48513.51538,-2.049,-9.936,0.804,,,,,,,48516.0545,0.09,0.795,-0.599,,48516.08935,-3.183,5.67,-1.393,,
48513.54526,0.075,-0.03,0.035,,48513.52035,-1.963,-9.944,0.836,,,,,,,48516.05948,0.086,0.793,-0.603,,48516.09433,-2.581,6.732,-3.021,,
48513.55023,0.08,-0.017,0.037,,48513.52533,-1.95,-9.981,0.891,,,,,,,48516.06445,0.082,0.791,-0.607,,48516.0993,-1.975,7.791,-3.759,,
48513.5552,0.079,0.002,0.035,,48513.5303,-1.905,-9.997,0.919,,,,,,,48516.06943,0.078,0.788,-0.611,,48516.10428,-0.696,8.98,-3.184,,
48513.56018,0.077,0.021,0.032,,48513.53528,-1.919,-9.995,0.947,,,,,,,48516.07443,0.075,0.785,-0.615,,48516.10928,0.518,10.023,-2.074,,
48513.56515,0.073,0.045,0.032,,48513.54025,-1.925,-9.986,0.986,,,,,,,48516.0794,0.072,0.782,-0.619,,48516.13913,-0.335,10.371,-0.986,,
48513.57013,0.074,0.064,0.027,,48513.54526,-1.903,-9.974,1.014,,,,,,,48516.08438,0.07,0.779,-0.623,,48516.1441,-0.765,10.253,-0.671,,
48513.5751,0.074,0.078,0.02,,48513.55023,-1.887,-9.956,1.052,,,,,,,48516.08935,0.068,0.776,-0.627,,48516.14911,-1.251,10.17,-0.739,,
48513.58011,0.072,0.093,0.015,,48513.5552,-1.845,-9.953,1.07,,,,,,,48516.09433,0.065,0.773,-0.63,,48516.15408,-1.647,10.038,-0.725,,
48513.58508,0.071,0.098,0.011,,48513.56018,-1.896,-9.962,1.062,,,,,,,48516.0993,0.063,0.77,-0.634,,48516.15906,-1.933,9.96,-0.527,,
48513.59005,0.069,0.094,0.012,,48513.56515,-1.884,-9.953,1.115,,,,,,,48516.10428,0.06,0.768,-0.637,,48516.16403,-1.936,9.974,-0.156,,
48513.59503,0.069,0.082,0.008,,48513.57013,-1.91,-9.946,1.119,,,,,,,48516.10928,0.057,0.766,-0.639,,48516.169,-1.624,9.96,0.655,,
48513.6,0.071,0.06,0.008,,48513.5751,-1.991,-9.992,1.085,,,,,,,48516.13913,0.042,0.759,-0.648,,48516.17398,-1.036,9.939,1.892,,
48513.60498,0.071,0.036,0.012,,48513.58011,-2.07,-9.977,1.049,,,,,,,48516.1441,0.041,0.759,-0.648,,48516.17898,-0.525,10.046,3.304,,
48513.60998,0.073,0.011,0.017,,48513.58508,-2.103,-9.969,1.025,,,,,,,48516.14911,0.039,0.759,-0.647,,48516.18396,-0.025,10.069,4.329,,
48513.61496,0.076,-0.021,0.02,,48513.59005,-2.159,-10,1.007,,,,,,,48516.15408,0.037,0.76,-0.646,,48516.18893,0.541,9.921,4.68,,
48513.61993,0.081,-0.052,0.021,,48513.59503,-2.192,-10.023,0.973,,,,,,,48516.15906,0.036,0.761,-0.645,,48516.19391,1.045,9.672,4.483,,
48513.62491,0.084,-0.086,0.022,,48513.6,-2.258,-10.046,0.97,,,,,,,48516.16403,0.035,0.763,-0.643,,48516.19888,1.391,9.496,4.101,,
48513.62988,0.087,-0.124,0.023,,48513.60498,-2.294,-10.038,0.942,,,,,,,48516.169,0.035,0.765,-0.64,,48516.20385,1.653,9.442,3.647,,
48513.63485,0.087,-0.163,0.026,,48513.60998,-2.317,-10.052,0.935,,,,,,,48516.17398,0.034,0.767,-0.638,,48516.20883,1.826,9.649,3.137,,
